split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Pomaria,1,,,-3.902,3.511,-0.288,4.868,,-0.303,-0.308,-0.278,5.247,6.895,,,,
train,Pomaria,1,,,-9.089,-1.509,-0.602,1.117,,-3.431,-1.768,-0.297,5.672,7.270,,,,
train,Pomaria,1,,,-11.885,-0.083,-0.584,4.192,,0.669,-1.452,-0.271,12.632,14.491,,,,
train,Pomaria,1,,,-0.303,-0.308,-0.278,1.903,,-5.711,2.959,0.004,6.324,8.133,,,,
train,Pomaria,1,,,-6.798,2.574,-0.654,3.037,,-1.678,1.499,-0.295,5.244,6.128,,,,
train,Pomaria,1,,,-5.665,1.515,-0.312,5.201,,-0.048,-2.720,-0.274,7.035,8.510,,,,
train,Pomaria,1,,,-7.795,-1.590,-0.317,0.468,,-3.902,3.511,-0.288,6.416,7.571,,,,
train,Pomaria,1,,,-11.746,-1.814,-0.587,4.736,,-4.032,-0.422,-0.303,7.844,8.470,,,,
train,Pomaria,1,,,-11.746,-1.814,-0.587,4.736,,-3.723,2.663,-0.289,9.192,9.906,,,,
train,Pomaria,1,,,-11.839,1.412,-0.584,5.246,,-5.232,-0.408,-0.324,6.858,8.387,,,,
train,Pomaria,1,,,-6.573,0.347,-0.313,1.269,,-11.746,-1.814,-0.587,5.613,5.814,,,,
train,Pomaria,1,,,-6.798,2.574,-0.654,3.037,,-11.746,-1.814,-0.587,6.613,7.500,,,,
train,Pomaria,1,,,-8.620,1.756,-0.602,5.532,,-4.032,-0.422,-0.303,5.087,5.508,,,,
train,Pomaria,1,,,-6.573,0.347,-0.313,1.269,,-11.839,1.412,-0.584,5.379,6.896,,,,
train,Pomaria,1,,,-5.665,1.515,-0.312,5.201,,-0.972,-3.022,-0.281,6.528,8.563,,,,
train,Pomaria,1,,,-8.620,1.756,-0.602,5.532,,0.669,-1.452,-0.271,9.833,11.030,,,,
train,Pomaria,1,,,-5.878,-4.046,-0.355,2.891,,-5.690,4.011,0.639,8.120,8.120,,,,
train,Pomaria,1,,,-6.728,4.914,-1.825,3.554,,-1.103,-1.626,-0.284,8.763,11.923,,,,
train,Pomaria,1,,,-3.431,-1.768,-0.297,6.142,,-9.673,0.779,-0.575,6.747,7.248,,,,
train,Pomaria,1,,,-8.620,1.756,-0.602,5.532,,-1.103,-1.626,-0.284,8.249,10.130,,,,
train,Pomaria,1,,,-9.089,-1.509,-0.602,1.117,,-0.972,-3.022,-0.281,8.263,13.182,,,,
train,Pomaria,1,,,-6.728,4.914,-1.825,3.554,,-5.878,-4.046,-0.355,9.119,9.308,,,,
train,Pomaria,1,,,-6.873,1.713,-0.314,3.229,,-11.746,-1.814,-0.587,6.021,7.254,,,,
train,Pomaria,1,,,-5.665,1.515,-0.312,5.201,,-0.303,-0.308,-0.278,5.664,6.654,,,,
train,Pomaria,1,,,-8.620,1.756,-0.602,5.532,,-3.431,-1.768,-0.297,6.279,6.982,,,,
train,Pomaria,1,,,-3.883,1.487,-0.297,4.532,,-0.048,-2.720,-0.274,5.693,6.728,,,,
train,Pomaria,1,,,-3.883,1.487,-0.297,4.532,,-5.886,-3.303,-0.334,5.192,6.605,,,,
train,Pomaria,1,,,-11.746,-1.814,-0.587,4.736,,-1.674,2.529,-0.293,10.973,11.955,,,,
train,Pomaria,1,,,-11.839,1.412,-0.584,5.246,,-3.431,-1.768,-0.297,8.994,11.017,,,,
train,Pomaria,1,,,-8.122,0.595,-0.323,5.178,,-3.100,-0.323,-0.297,5.106,5.106,,,,
train,Pomaria,1,,,-8.122,0.595,-0.323,5.178,,-3.902,3.511,-0.288,5.129,6.853,,,,
train,Pomaria,1,,,-11.746,-1.814,-0.587,4.736,,-5.771,5.025,0.974,9.214,10.677,,,,
train,Pomaria,1,,,-8.122,0.595,-0.323,5.178,,-0.303,-0.308,-0.278,7.871,9.701,,,,
train,Pomaria,1,,,-6.798,2.574,-0.654,3.037,,-0.972,-3.022,-0.281,8.087,10.704,,,,
train,Pomaria,1,,,-11.746,-1.814,-0.587,4.736,,0.669,-1.452,-0.271,12.424,15.001,,,,
train,Tolstoy,1,,,-3.156,8.350,-0.324,3.929,,-2.174,0.132,-0.562,8.280,9.306,,,,
train,Tolstoy,1,,,-5.349,10.316,-0.334,4.102,,-3.044,-0.061,-0.561,10.632,11.360,,,,
train,Tolstoy,0,,,-4.596,9.879,2.818,5.740,,-6.532,1.110,2.685,8.981,10.808,,,,
train,Tolstoy,1,,,-2.072,9.582,-0.323,1.015,,-3.219,1.074,-0.307,8.585,12.371,,,,
train,Tolstoy,1,,,-8.860,13.326,-0.313,4.866,,-3.174,7.041,-0.323,8.475,9.099,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.843,,-2.174,0.132,-0.562,13.836,15.377,,,,
train,Tolstoy,0,,,-1.419,0.237,2.706,0.773,,-5.936,7.892,2.683,8.888,9.249,,,,
train,Tolstoy,1,,,-0.594,9.952,-0.310,1.926,,-7.472,13.038,-0.329,7.539,8.222,,,,
train,Tolstoy,0,,,1.833,6.076,2.721,1.330,,-6.532,1.110,2.685,9.728,14.377,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.843,,-6.361,9.441,-0.331,6.520,8.288,,,,
train,Tolstoy,1,,,-1.328,12.770,-0.328,2.929,,-3.391,4.768,-0.323,8.263,8.515,,,,
train,Tolstoy,1,,,-0.138,12.288,-0.321,2.956,,-3.174,7.041,-0.323,6.062,7.520,,,,
train,Tolstoy,1,,,1.449,7.882,-0.302,3.636,,-7.649,3.963,-0.304,9.906,19.960,,,,
train,Tolstoy,1,,,-5.695,12.585,-0.332,3.608,,-5.870,3.927,-0.315,8.659,9.024,,,,
train,Tolstoy,0,,,0.169,-0.101,2.720,1.587,,-4.635,6.501,2.674,8.165,9.030,,,,
train,Tolstoy,1,,,-8.860,13.326,-0.313,4.866,,-3.391,4.768,-0.323,10.155,11.379,,,,
train,Tolstoy,1,,,-0.138,12.288,-0.321,2.956,,-8.860,13.326,-0.313,8.783,11.672,,,,
train,Tolstoy,1,,,-0.847,5.288,-0.319,0.335,,-1.658,13.956,-0.324,8.706,8.727,,,,
train,Tolstoy,1,,,-7.472,13.038,-0.329,5.190,,-3.174,7.041,-0.323,7.378,7.682,,,,
train,Tolstoy,0,,,0.169,-0.101,2.720,1.587,,-3.320,4.960,2.679,6.148,6.715,,,,
train,Tolstoy,1,,,-0.594,9.952,-0.310,1.926,,-3.199,2.031,-0.315,8.338,11.558,,,,
train,Tolstoy,1,,,-6.361,9.441,-0.331,5.732,,-7.649,3.963,-0.304,5.627,7.269,,,,
train,Tolstoy,1,,,-1.885,11.280,-0.329,3.268,,-2.095,1.020,-0.249,10.262,13.273,,,,
train,Tolstoy,1,,,-7.958,5.162,-0.307,0.673,,-3.044,-0.061,-0.561,7.176,18.570,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.843,,-3.044,-0.061,-0.561,14.088,14.486,,,,
train,Tolstoy,0,,,-2.742,1.675,2.690,0.473,,-8.576,6.060,2.685,7.298,9.656,,,,
train,Tolstoy,0,,,0.169,-0.101,2.720,1.587,,-6.532,1.110,2.685,6.810,15.578,,,,
train,Tolstoy,0,,,-4.635,6.501,2.674,6.039,,-8.977,3.062,2.917,5.544,6.727,,,,
train,Tolstoy,0,,,-3.073,11.783,2.708,2.389,,-6.517,3.435,2.686,9.031,10.003,,,,
train,Tolstoy,0,,,-3.147,10.694,2.706,2.352,,-6.532,1.110,2.685,10.164,11.231,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.843,,-3.219,1.074,-0.307,12.976,13.348,,,,
train,Tolstoy,1,,,-1.885,11.280,-0.329,3.268,,-3.242,3.318,-0.322,8.077,8.419,,,,
train,Tolstoy,1,,,-0.847,5.288,-0.319,0.335,,-8.178,9.389,-0.320,8.400,12.417,,,,
train,Tolstoy,1,,,-3.156,8.350,-0.324,3.929,,-3.242,3.318,-0.322,5.033,5.033,,,,
train,Tolstoy,0,,,-2.494,1.876,2.689,4.014,,-8.576,6.060,2.685,7.382,9.502,,,,
train,Tolstoy,1,,,-5.349,10.316,-0.334,4.102,,-7.649,3.963,-0.304,6.756,8.429,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.843,,-3.242,3.318,-0.322,10.755,11.104,,,,
train,Tolstoy,0,,,-3.147,10.694,2.706,2.352,,-6.526,1.748,2.687,9.563,10.594,,,,
train,Tolstoy,1,,,-8.623,8.146,-0.309,0.664,,-3.391,4.768,-0.323,6.228,10.832,,,,
train,Tolstoy,1,,,-5.695,12.585,-0.332,3.608,,-3.044,-0.061,-0.561,12.923,13.353,,,,
train,Tolstoy,1,,,-1.885,11.280,-0.329,3.268,,-1.870,3.226,-0.317,8.054,9.794,,,,
train,Tolstoy,1,,,-0.847,5.288,-0.319,0.335,,-5.695,12.585,-0.332,8.761,11.736,,,,
train,Tolstoy,1,,,-8.048,6.651,-0.312,0.983,,-3.391,4.768,-0.323,5.023,12.252,,,,
train,Tolstoy,1,,,-1.328,12.770,-0.328,2.929,,-5.279,4.702,-0.318,8.984,9.617,,,,
train,Tolstoy,1,,,1.285,5.304,-0.299,2.984,,-7.958,5.162,-0.307,9.244,18.240,,,,
train,Tolstoy,1,,,-4.527,9.284,-0.323,5.131,,-8.860,13.326,-0.313,5.926,6.189,,,,
train,Tolstoy,1,,,-3.155,9.739,-0.327,5.346,,-3.219,1.074,-0.307,8.665,8.665,,,,
train,Tolstoy,1,,,1.285,5.304,-0.299,2.984,,-5.351,6.781,-0.321,6.798,12.711,,,,
train,Tolstoy,1,,,-8.048,6.651,-0.312,0.983,,-3.044,-0.061,-0.561,8.376,17.078,,,,
train,Tolstoy,1,,,1.449,7.882,-0.302,3.636,,-1.658,13.956,-0.324,6.822,12.033,,,,
train,Tolstoy,1,,,-0.594,9.952,-0.310,1.926,,-3.242,3.318,-0.322,7.143,10.271,,,,
train,Tolstoy,0,,,-2.105,4.651,2.696,3.977,,-4.596,9.879,2.818,5.792,6.568,,,,
train,Tolstoy,1,,,-5.870,3.927,-0.315,5.623,,-3.156,8.350,-0.324,5.190,7.181,,,,
train,Tolstoy,1,,,-2.072,9.582,-0.323,1.015,,-3.044,-0.061,-0.561,9.695,13.510,,,,
train,Tolstoy,1,,,-0.847,5.288,-0.319,0.335,,-0.138,12.288,-0.321,7.036,8.781,,,,
train,Tolstoy,1,,,-0.594,9.952,-0.310,1.926,,-8.048,6.651,-0.312,8.153,10.487,,,,
train,Tolstoy,1,,,-3.156,8.350,-0.324,3.929,,-3.044,-0.061,-0.561,8.415,8.415,,,,
train,Tolstoy,1,,,-0.847,5.288,-0.319,0.335,,-7.472,13.038,-0.329,10.196,12.893,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.843,,-2.095,1.020,-0.249,12.943,15.958,,,,
train,Tolstoy,1,,,1.285,5.304,-0.299,2.984,,-5.349,10.316,-0.334,8.314,11.030,,,,
train,Tolstoy,0,,,-1.419,0.237,2.706,0.773,,-8.576,6.060,2.685,9.226,11.372,,,,
train,Tolstoy,1,,,-0.847,5.288,-0.319,0.335,,-5.349,10.316,-0.334,6.749,9.440,,,,
train,Tolstoy,1,,,-5.695,12.585,-0.332,3.608,,-1.870,3.226,-0.317,10.110,11.346,,,,
train,Tolstoy,0,,,0.169,-0.101,2.720,1.587,,-6.517,3.435,2.686,7.564,13.259,,,,
train,Tolstoy,1,,,-1.328,12.770,-0.328,2.929,,-7.649,3.963,-0.304,10.840,12.203,,,,
train,Tolstoy,1,,,-0.606,8.255,-0.329,0.489,,-3.199,2.031,-0.315,6.742,12.990,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.842,,-1.870,3.226,-0.317,10.732,12.479,,,,
train,Tolstoy,1,,,1.449,7.882,-0.302,3.636,,-3.391,4.768,-0.323,5.755,16.321,,,,
train,Tolstoy,1,,,-8.178,9.389,-0.320,5.434,,-3.219,1.074,-0.307,9.681,13.198,,,,
train,Tolstoy,1,,,1.449,7.882,-0.302,3.636,,-8.623,8.146,-0.309,10.076,17.910,,,,
train,Tolstoy,1,,,-0.847,5.288,-0.319,0.335,,-1.885,11.280,-0.329,6.082,6.261,,,,
train,Tolstoy,1,,,1.449,7.882,-0.302,3.636,,-3.219,1.074,-0.307,8.255,20.010,,,,
train,Tolstoy,1,,,1.285,5.304,-0.299,2.984,,-8.860,13.326,-0.313,12.933,15.612,,,,
train,Tolstoy,0,,,1.833,6.076,2.721,1.330,,-8.977,3.062,2.917,11.224,14.556,,,,
train,Tolstoy,0,,,0.020,5.671,2.710,2.363,,-5.936,7.892,2.683,6.356,7.375,,,,
train,Tolstoy,0,,,-2.742,1.675,2.690,0.473,,-4.596,9.879,2.818,8.412,8.621,,,,
train,Tolstoy,1,,,-5.349,10.316,-0.334,4.102,,-5.870,3.927,-0.315,6.410,6.842,,,,
train,Tolstoy,1,,,-4.527,9.284,-0.323,5.131,,-7.958,5.162,-0.307,5.363,8.529,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.843,,-1.870,3.226,-0.317,10.732,12.479,,,,
train,Tolstoy,1,,,-0.847,5.288,-0.319,0.335,,-8.048,6.651,-0.312,7.329,15.158,,,,
train,Tolstoy,0,,,-2.105,4.651,2.696,3.977,,-6.526,1.748,2.687,5.290,9.525,,,,
train,Tolstoy,1,,,-0.606,8.255,-0.329,0.489,,-5.349,10.316,-0.334,5.171,6.466,,,,
train,Tolstoy,1,,,-7.472,13.038,-0.329,5.190,,-5.279,4.702,-0.318,8.620,9.487,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.843,,-4.527,9.284,-0.323,5.483,5.997,,,,
train,Tolstoy,1,,,-1.658,13.956,-0.324,3.842,,-3.156,8.350,-0.324,5.803,6.072,,,,
train,Tolstoy,0,,,0.020,5.671,2.710,2.363,,-8.576,6.060,2.685,8.604,9.937,,,,
train,Tolstoy,1,,,1.449,7.882,-0.302,3.636,,-6.361,9.441,-0.331,7.964,14.950,,,,
train,Tolstoy,0,,,0.020,5.671,2.710,2.363,,-6.526,1.748,2.687,7.631,11.882,,,,
train,Tolstoy,1,,,-1.328,12.770,-0.328,2.929,,-7.472,13.038,-0.329,6.150,8.972,,,,
train,Tolstoy,0,,,-2.742,1.675,2.690,0.473,,-3.147,10.694,2.706,9.027,9.027,,,,
train,Tolstoy,1,,,-3.155,9.739,-0.327,5.346,,-8.623,8.146,-0.309,5.696,6.566,,,,
train,Tolstoy,1,,,-1.885,11.280,-0.329,3.268,,-7.958,5.162,-0.307,8.621,11.475,,,,
train,Tolstoy,1,,,-0.138,12.288,-0.321,2.956,,-4.527,9.284,-0.323,5.318,6.185,,,,
train,Tolstoy,1,,,-0.594,9.952,-0.310,1.926,,-3.044,-0.061,-0.561,10.312,13.653,,,,
train,Tolstoy,0,,,0.020,5.671,2.710,2.363,,-8.977,3.062,2.917,9.369,12.698,,,,
train,Tolstoy,1,,,1.449,7.882,-0.302,3.636,,-3.044,-0.061,-0.561,9.130,21.148,,,,
train,Tolstoy,1,,,-8.860,13.326,-0.313,4.866,,-3.156,8.350,-0.324,7.569,7.790,,,,
train,Tolstoy,1,,,-8.860,13.326,-0.313,4.866,,-1.870,3.226,-0.317,12.282,14.197,,,,
train,Tolstoy,1,,,-8.048,6.651,-0.312,0.983,,-3.242,3.318,-0.322,5.848,13.696,,,,
train,Tolstoy,1,,,1.285,5.304,-0.299,2.984,,-3.199,2.031,-0.315,5.552,16.470,,,,
train,Shelbyville,1,,,-0.163,-1.811,-3.171,1.319,,-0.789,6.605,-3.153,8.440,8.440,,,,
train,Shelbyville,3,,,2.767,1.886,-0.138,0.962,,-1.556,7.964,-0.036,7.459,18.213,,,,
train,Shelbyville,3,,,2.822,4.926,-0.114,1.371,,-1.556,7.964,-0.036,5.329,15.190,,,,
train,Shelbyville,3,,,5.362,-2.894,-0.053,6.024,,4.934,9.450,-0.062,12.352,14.370,,,,
train,Shelbyville,3,,,2.843,1.324,-0.137,0.985,,-4.218,2.466,-0.097,7.153,17.269,,,,
train,Shelbyville,1,,,-1.718,-2.898,-3.165,2.590,,-3.845,6.704,-3.152,9.835,11.426,,,,
train,Shelbyville,3,,,3.494,-1.118,-0.133,6.034,,-1.390,4.481,-0.114,7.430,15.458,,,,
train,Shelbyville,3,,,2.596,3.814,-0.128,4.174,,-2.830,4.923,-0.107,5.538,11.951,,,,
train,Shelbyville,3,,,2.959,-2.985,-0.135,0.339,,-1.390,4.481,-0.114,8.640,17.250,,,,
train,Shelbyville,3,,,3.612,8.222,-0.090,3.167,,-2.762,6.830,-0.095,6.524,12.137,,,,
train,Shelbyville,3,,,2.767,1.886,-0.138,0.962,,-2.830,4.923,-0.107,6.368,13.882,,,,
train,Shelbyville,1,,,1.023,3.294,-3.168,3.088,,6.192,2.099,-3.167,5.305,9.648,,,,
train,Shelbyville,3,,,3.612,8.222,-0.090,3.167,,-4.982,9.882,-0.057,8.753,15.912,,,,
train,Shelbyville,3,,,2.767,1.886,-0.138,0.962,,-2.762,6.830,-0.095,7.417,15.791,,,,
train,Shelbyville,3,,,3.494,-1.118,-0.133,6.034,,-3.813,9.750,-0.064,13.096,21.890,,,,
train,Shelbyville,1,,,5.714,1.396,-3.188,4.616,,-0.971,1.317,-3.176,6.686,7.321,,,,
train,Shelbyville,1,,,3.388,-0.114,-3.188,0.339,,-3.819,8.700,-3.137,11.385,14.738,,,,
train,Shelbyville,1,,,-1.718,-2.898,-3.165,2.590,,-0.789,6.605,-3.153,9.549,9.556,,,,
train,Shelbyville,3,,,-4.325,4.096,-0.092,1.749,,-4.511,9.376,-0.014,5.284,6.707,,,,
train,Shelbyville,3,,,2.767,1.886,-0.138,0.962,,-3.813,9.750,-0.064,10.254,18.809,,,,
train,Shelbyville,1,,,5.714,1.396,-3.188,4.616,,-2.582,1.331,-3.175,8.296,8.932,,,,
train,Shelbyville,3,,,-4.218,2.466,-0.097,2.297,,-1.556,7.964,-0.036,6.109,7.039,,,,
train,Shelbyville,3,,,5.192,2.410,-0.126,6.075,,-2.762,6.830,-0.095,9.099,23.647,,,,
train,Shelbyville,3,,,1.414,2.076,-0.137,4.058,,-3.877,7.696,-0.072,7.719,9.875,,,,
train,Shelbyville,1,,,-0.798,-3.359,-3.155,2.105,,4.876,-2.231,-3.159,5.785,9.431,,,,
train,Shelbyville,3,,,3.494,-1.118,-0.133,6.034,,1.520,7.561,-0.120,8.901,11.562,,,,
train,Shelbyville,3,,,3.782,8.646,-0.079,1.442,,-2.762,6.830,-0.095,6.790,12.586,,,,
train,Shelbyville,1,,,5.670,3.100,-3.181,6.142,,-0.163,-1.811,-3.171,7.624,9.775,,,,
train,Shelbyville,1,,,1.513,-0.103,-3.198,0.028,,-4.068,3.982,-3.159,6.917,8.287,,,,
train,Shelbyville,0,,,-0.663,2.417,-6.211,3.971,,-0.461,8.743,-6.190,6.330,8.681,,,,
train,Shelbyville,3,,,-0.060,3.680,-0.124,2.490,,-4.511,9.376,-0.014,7.230,8.035,,,,
train,Shelbyville,1,,,5.558,-0.188,-3.177,2.031,,-1.890,8.642,-3.140,11.552,18.840,,,,
train,Shelbyville,3,,,4.914,4.005,-0.128,0.979,,-3.733,6.589,-0.154,9.025,17.827,,,,
train,Shelbyville,1,,,0.013,0.011,-3.200,0.088,,4.876,-2.231,-3.159,5.355,5.965,,,,
train,Shelbyville,3,,,5.192,2.410,-0.126,6.075,,1.475,9.344,-0.099,7.867,18.117,,,,
train,Shelbyville,1,,,-3.559,-2.912,-3.160,2.314,,-3.881,7.994,-3.146,10.910,10.928,,,,
train,Shelbyville,1,,,-0.899,3.526,-3.169,1.953,,4.876,-2.231,-3.159,8.154,9.386,,,,
train,Shelbyville,3,,,5.653,3.856,-0.129,1.936,,1.520,7.561,-0.120,5.551,7.696,,,,
train,Shelbyville,3,,,6.080,-0.450,-0.119,1.098,,4.994,6.489,-0.098,7.023,12.171,,,,
train,Shelbyville,0,,,-1.464,-3.255,-6.196,1.896,,-0.663,2.417,-6.211,5.728,5.728,,,,
train,Shelbyville,1,,,5.714,1.396,-3.188,4.616,,-3.819,8.700,-3.137,12.009,16.481,,,,
train,Shelbyville,1,,,5.714,1.396,-3.188,4.616,,-1.890,8.642,-3.140,10.503,18.411,,,,
train,Shelbyville,0,,,-0.718,0.193,-6.207,3.617,,-0.563,6.374,-6.203,6.183,8.295,,,,
train,Shelbyville,1,,,-1.685,-0.685,-3.218,1.192,,-3.881,7.994,-3.146,8.952,10.496,,,,
train,Shelbyville,3,,,3.494,-1.118,-0.133,6.034,,-2.830,4.923,-0.107,8.745,16.964,,,,
train,Shelbyville,1,,,-2.582,1.331,-3.175,2.668,,-3.845,6.704,-3.152,5.519,7.066,,,,
train,Shelbyville,3,,,3.494,-1.118,-0.133,6.034,,4.934,9.450,-0.062,10.666,11.792,,,,
train,Shelbyville,3,,,5.653,3.856,-0.129,1.936,,-0.790,2.390,-0.131,6.607,11.621,,,,
train,Shelbyville,3,,,3.612,8.222,-0.090,3.167,,-4.511,9.376,-0.014,8.205,15.227,,,,
train,Shelbyville,3,,,6.080,-0.450,-0.119,1.098,,4.934,9.450,-0.062,9.967,14.243,,,,
train,Shelbyville,3,,,5.362,-2.894,-0.053,6.024,,-1.556,7.964,-0.036,12.874,23.873,,,,
train,Shelbyville,3,,,2.822,4.926,-0.114,1.371,,-2.762,6.830,-0.095,5.899,12.768,,,,
train,Shelbyville,3,,,3.351,6.713,-0.096,1.078,,-0.790,2.390,-0.131,5.987,7.221,,,,
train,Shelbyville,1,,,2.674,1.511,-3.209,4.267,,-4.282,1.357,-3.165,6.959,9.673,,,,
train,Shelbyville,3,,,5.199,-0.900,-0.131,6.001,,2.659,3.536,-0.132,5.112,6.199,,,,
train,Shelbyville,3,,,1.414,2.076,-0.137,4.058,,4.994,6.489,-0.098,5.682,7.478,,,,
train,Shelbyville,3,,,2.959,-2.985,-0.135,0.339,,3.612,8.222,-0.090,11.226,11.301,,,,
train,Shelbyville,3,,,-4.218,2.466,-0.097,2.297,,-4.511,9.376,-0.014,6.917,7.691,,,,
train,Shelbyville,3,,,1.520,7.561,-0.120,5.250,,-3.877,7.696,-0.072,5.399,12.229,,,,
train,Shelbyville,3,,,5.362,-2.894,-0.053,6.024,,3.745,9.298,-0.068,12.299,13.172,,,,
train,Shelbyville,3,,,2.959,-2.985,-0.135,0.339,,3.782,8.646,-0.079,11.659,11.753,,,,
train,Shelbyville,1,,,2.674,1.511,-3.209,4.267,,-3.588,-0.565,-3.166,6.598,8.771,,,,
train,Shelbyville,3,,,5.199,-0.900,-0.131,6.001,,-4.511,9.376,-0.014,14.139,23.427,,,,
train,Shelbyville,1,,,5.558,-0.188,-3.177,2.031,,-3.559,-2.912,-3.160,9.515,10.208,,,,
train,Shelbyville,3,,,3.351,6.713,-0.096,1.078,,-2.830,4.923,-0.107,6.435,8.697,,,,
train,Shelbyville,1,,,-2.582,1.331,-3.175,2.668,,-1.890,8.642,-3.140,7.343,10.988,,,,
train,Shelbyville,3,,,5.199,-0.900,-0.131,6.001,,1.475,9.344,-0.099,10.900,14.807,,,,
train,Shelbyville,3,,,5.192,2.410,-0.126,6.075,,3.612,8.222,-0.090,6.023,14.291,,,,
train,Shelbyville,3,,,2.659,3.536,-0.132,4.121,,-3.877,7.696,-0.072,7.748,16.099,,,,
train,Shelbyville,1,,,1.513,-0.103,-3.198,0.028,,-3.819,8.700,-3.137,10.292,13.012,,,,
train,Shelbyville,0,,,-1.464,-3.255,-6.196,1.896,,-4.195,6.296,-6.202,9.933,11.632,,,,
train,Shelbyville,3,,,1.658,6.080,-0.098,2.833,,-4.511,9.376,-0.014,6.994,11.888,,,,
train,Shelbyville,1,,,-0.899,3.526,-3.169,1.953,,-1.890,8.642,-3.140,5.211,9.870,,,,
train,Shelbyville,3,,,1.520,7.561,-0.120,5.250,,-3.813,9.750,-0.064,5.765,13.286,,,,
train,Shelbyville,3,,,3.494,-1.118,-0.133,6.034,,-3.733,6.589,-0.154,10.565,21.952,,,,
train,Shelbyville,1,,,1.513,-0.103,-3.198,0.028,,-4.282,1.357,-3.165,5.977,6.173,,,,
train,Shelbyville,0,,,-3.845,-2.517,-6.196,2.215,,-0.563,6.374,-6.203,9.477,10.432,,,,
train,Shelbyville,3,,,1.423,0.273,-0.149,0.261,,3.351,6.713,-0.096,6.723,7.620,,,,
train,Shelbyville,0,,,-3.845,-2.517,-6.196,2.215,,1.062,-0.342,-6.243,5.368,6.945,,,,
train,Shelbyville,1,,,3.388,-0.114,-3.188,0.339,,-0.798,-3.359,-3.155,5.297,6.843,,,,
train,Shelbyville,3,,,-0.236,0.422,0.153,5.187,,1.520,7.561,-0.120,7.357,8.982,,,,
train,Shelbyville,3,,,3.745,9.298,-0.068,0.816,,-2.986,9.092,-0.066,6.734,15.485,,,,
train,Shelbyville,3,,,1.423,0.273,-0.149,0.261,,2.599,6.090,-0.100,5.935,8.598,,,,
train,Shelbyville,1,,,4.163,-2.125,-3.192,4.627,,-3.559,-2.912,-3.160,7.762,10.191,,,,
train,Shelbyville,3,,,5.362,-2.894,-0.053,6.024,,-0.060,3.680,-0.124,8.521,16.584,,,,
train,Shelbyville,3,,,5.199,-0.900,-0.131,6.001,,-2.951,7.850,-0.078,11.958,21.358,,,,
train,Shelbyville,3,,,5.192,2.410,-0.126,6.075,,-0.060,3.680,-0.124,5.403,18.780,,,,
train,Shelbyville,3,,,4.914,4.005,-0.128,0.979,,-2.951,7.850,-0.078,8.755,15.769,,,,
train,Shelbyville,3,,,3.351,6.713,-0.096,1.078,,-3.733,6.589,-0.154,7.086,13.685,,,,
train,Shelbyville,3,,,3.494,-1.118,-0.133,6.034,,1.658,6.080,-0.098,7.429,10.074,,,,
train,Shelbyville,1,,,-1.890,8.642,-3.140,2.162,,5.952,-1.425,-3.144,12.760,19.548,,,,
train,Shelbyville,3,,,5.199,-0.900,-0.131,6.001,,3.745,9.298,-0.068,10.302,12.055,,,,
train,Shelbyville,3,,,5.198,0.667,-0.125,5.516,,-3.733,6.589,-0.154,10.716,24.983,,,,
train,Shelbyville,3,,,2.767,1.886,-0.138,0.962,,-4.511,9.376,-0.014,10.444,18.881,,,,
train,Shelbyville,1,,,5.558,-0.188,-3.177,2.031,,-3.881,7.994,-3.146,12.491,16.201,,,,
train,Shelbyville,1,,,4.701,-2.695,-3.185,3.787,,-2.607,3.924,-3.166,9.860,11.447,,,,
train,Shelbyville,3,,,3.494,-1.118,-0.133,6.034,,2.822,4.926,-0.114,6.081,6.130,,,,
train,Shelbyville,3,,,2.596,3.814,-0.128,4.174,,-1.556,7.964,-0.036,5.871,16.282,,,,
train,Shelbyville,3,,,2.959,-2.985,-0.135,0.339,,1.421,3.642,-0.131,6.803,14.317,,,,
train,Shelbyville,1,,,0.013,0.011,-3.200,0.088,,-3.845,6.704,-3.152,7.725,9.578,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,6.198,4.944,-0.324,5.799,7.591,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,4.197,1.986,-0.719,5.645,6.807,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,1.707,7.036,-0.321,6.331,7.470,,,,
train,Allensville,1,,,3.829,5.717,-0.314,3.860,,4.225,0.478,-0.716,5.269,5.269,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,3.412,6.739,-0.365,5.808,9.789,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,4.225,0.478,-0.716,5.074,6.467,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,5.232,2.164,-0.313,6.014,7.933,,,,
